team,team_id,player_name,position,dob,nationality
Curaçao,9460,Roshon van Eijma,Defence,1998-06-09,Curaçao
Curaçao,9460,Joshua Brenet,Defence,1994-03-20,Curaçao
Curaçao,9460,Armando Obispo,Defence,1999-03-05,Curaçao
Curaçao,9460,Sheral Floranus,Defence,1998-08-23,Curaçao
Curaçao,9460,Riechedly Bazoer,Defence,1996-10-12,Curaçao
Curaçao,9460,Juriën Gaari,Defence,1993-12-23,Curaçao
Curaçao,9460,Shurandy Sambo,Defence,2001-08-19,Curaçao
Curaçao,9460,Ar'jany Martha,Defence,2003-09-04,Curaçao
Curaçao,9460,Livano Comenencia,Defence,2004-02-03,Curaçao
Curaçao,9460,Deveron Fonville,Defence,2003-05-16,Curaçao
Curaçao,9460,Tyrese Noslin,Defence,2002-09-11,Curaçao
Curaçao,9460,Leandro Bacuna,Midfield,1991-08-21,Curaçao
Curaçao,9460,Godfried Roemeratoe,Midfield,1999-08-19,Curaçao
Curaçao,9460,Juninho Bacuna,Midfield,1997-08-07,Curaçao
Curaçao,9460,Kevin Felida,Midfield,1999-11-11,Curaçao
Curaçao,9460,Gervane Kastaneer,Offence,1996-06-09,Curaçao
Curaçao,9460,Kenji Gorré,Offence,1994-09-29,Curaçao
Curaçao,9460,Jürgen Locadia,Offence,1993-11-07,Curaçao
Curaçao,9460,Tahith Chong,Offence,1999-12-04,Curaçao
Curaçao,9460,Sontje Hansen,Offence,2002-05-18,Curaçao
Curaçao,9460,Jearl Margaritha,Offence,2000-04-10,Curaçao
Curaçao,9460,Jeremy Antonisse,Offence,2002-03-29,Curaçao
Curaçao,9460,Brandley Kuwas,Offence,1992-09-19,Curaçao
